timestamp, index, utilization.gpu [%], utilization.memory [%], pstate, temperature.gpu, memory.used [MiB], memory.free [MiB]
2020/05/01 14:46:07.672, 13, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:46:07.673, 14, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:46:07.675, 15, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:46:12.678, 0, 1 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:46:12.690, 1, 1 %, 0 %, P0, 27, 0 MiB, 32480 MiB
2020/05/01 14:46:12.697, 2, 1 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:46:12.700, 3, 0 %, 0 %, P0, 31, 0 MiB, 32480 MiB
2020/05/01 14:46:12.702, 4, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:12.704, 5, 0 %, 0 %, P0, 31, 13 MiB, 32467 MiB
2020/05/01 14:46:12.705, 6, 0 %, 0 %, P0, 30, 13 MiB, 32467 MiB
2020/05/01 14:46:12.707, 7, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:46:12.709, 8, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:46:12.711, 9, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:12.714, 10, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:12.715, 11, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:46:12.716, 12, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:12.717, 13, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:12.718, 14, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:46:12.719, 15, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:17.721, 0, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:46:17.722, 1, 0 %, 0 %, P0, 27, 0 MiB, 32480 MiB
2020/05/01 14:46:17.722, 2, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:46:17.723, 3, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:46:17.724, 4, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:46:17.725, 5, 0 %, 0 %, P0, 32, 0 MiB, 32480 MiB
2020/05/01 14:46:17.726, 6, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:46:17.727, 7, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:46:17.727, 8, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:46:17.728, 9, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:46:17.729, 10, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:46:17.730, 11, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:46:17.731, 12, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:46:17.732, 13, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:46:17.733, 14, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:46:17.733, 15, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:46:22.735, 0, 0 %, 0 %, P0, 28, 1 MiB, 32479 MiB
2020/05/01 14:46:22.738, 1, 0 %, 0 %, P0, 27, 0 MiB, 32480 MiB
2020/05/01 14:46:22.741, 2, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:46:22.745, 3, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:46:22.749, 4, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:46:22.752, 5, 0 %, 0 %, P0, 32, 0 MiB, 32480 MiB
2020/05/01 14:46:22.762, 6, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:46:22.770, 7, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:46:22.776, 8, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:46:22.780, 9, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:46:22.784, 10, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:46:22.787, 11, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:46:22.792, 12, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:46:22.795, 13, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:46:22.799, 14, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:46:22.803, 15, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:46:27.807, 0, 8 %, 0 %, P0, 29, 630 MiB, 31850 MiB
2020/05/01 14:46:27.808, 1, 0 %, 0 %, P0, 27, 13 MiB, 32467 MiB
2020/05/01 14:46:27.809, 2, 0 %, 0 %, P0, 30, 13 MiB, 32467 MiB
2020/05/01 14:46:27.810, 3, 0 %, 0 %, P0, 30, 13 MiB, 32467 MiB
2020/05/01 14:46:27.811, 4, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:27.812, 5, 0 %, 0 %, P0, 31, 13 MiB, 32467 MiB
2020/05/01 14:46:27.813, 6, 0 %, 0 %, P0, 30, 13 MiB, 32467 MiB
2020/05/01 14:46:27.814, 7, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:46:27.815, 8, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:46:27.815, 9, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:27.816, 10, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:27.817, 11, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:46:27.819, 12, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:27.819, 13, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:27.820, 14, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:46:27.821, 15, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:32.822, 0, 59 %, 45 %, P0, 34, 11204 MiB, 21276 MiB
2020/05/01 14:46:32.824, 1, 0 %, 0 %, P0, 27, 13 MiB, 32467 MiB
2020/05/01 14:46:32.825, 2, 0 %, 0 %, P0, 30, 13 MiB, 32467 MiB
2020/05/01 14:46:32.825, 3, 0 %, 0 %, P0, 30, 13 MiB, 32467 MiB
2020/05/01 14:46:32.826, 4, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:32.827, 5, 0 %, 0 %, P0, 32, 13 MiB, 32467 MiB
2020/05/01 14:46:32.828, 6, 0 %, 0 %, P0, 30, 13 MiB, 32467 MiB
2020/05/01 14:46:32.829, 7, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:46:32.830, 8, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:46:32.830, 9, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:32.831, 10, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:32.832, 11, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:46:32.833, 12, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:32.834, 13, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:32.835, 14, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:46:32.836, 15, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:37.837, 0, 100 %, 76 %, P0, 39, 18936 MiB, 13544 MiB
2020/05/01 14:46:37.838, 1, 0 %, 0 %, P0, 27, 13 MiB, 32467 MiB
2020/05/01 14:46:37.839, 2, 0 %, 0 %, P0, 30, 13 MiB, 32467 MiB
2020/05/01 14:46:37.840, 3, 0 %, 0 %, P0, 30, 13 MiB, 32467 MiB
2020/05/01 14:46:37.840, 4, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:37.841, 5, 0 %, 0 %, P0, 31, 13 MiB, 32467 MiB
2020/05/01 14:46:37.842, 6, 0 %, 0 %, P0, 30, 13 MiB, 32467 MiB
2020/05/01 14:46:37.843, 7, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:46:37.844, 8, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:46:37.844, 9, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:37.845, 10, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:37.846, 11, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:46:37.847, 12, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:37.848, 13, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:37.849, 14, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:46:37.849, 15, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:42.851, 0, 100 %, 77 %, P0, 41, 18938 MiB, 13542 MiB
2020/05/01 14:46:42.852, 1, 0 %, 0 %, P0, 27, 13 MiB, 32467 MiB
2020/05/01 14:46:42.853, 2, 0 %, 0 %, P0, 30, 13 MiB, 32467 MiB
2020/05/01 14:46:42.853, 3, 0 %, 0 %, P0, 30, 13 MiB, 32467 MiB
2020/05/01 14:46:42.854, 4, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:46:42.855, 5, 0 %, 0 %, P0, 31, 13 MiB, 32467 MiB
2020/05/01 14:46:42.856, 6, 0 %, 0 %, P0, 30, 13 MiB, 32467 MiB
2020/05/01 14:46:42.857, 7, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:46:42.858, 8, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:46:42.858, 9, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:42.859, 10, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:42.860, 11, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:46:42.861, 12, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:42.862, 13, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:42.863, 14, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:46:42.863, 15, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:47.865, 0, 100 %, 77 %, P0, 43, 18938 MiB, 13542 MiB
2020/05/01 14:46:47.866, 1, 0 %, 0 %, P0, 27, 13 MiB, 32467 MiB
2020/05/01 14:46:47.866, 2, 0 %, 0 %, P0, 30, 13 MiB, 32467 MiB
2020/05/01 14:46:47.867, 3, 0 %, 0 %, P0, 31, 13 MiB, 32467 MiB
2020/05/01 14:46:47.868, 4, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:46:47.869, 5, 0 %, 0 %, P0, 32, 13 MiB, 32467 MiB
2020/05/01 14:46:47.870, 6, 0 %, 0 %, P0, 30, 13 MiB, 32467 MiB
2020/05/01 14:46:47.871, 7, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:46:47.872, 8, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:46:47.872, 9, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:47.873, 10, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:47.874, 11, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:46:47.875, 12, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:47.876, 13, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:47.877, 14, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:46:47.877, 15, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:52.879, 0, 98 %, 75 %, P0, 42, 18938 MiB, 13542 MiB
2020/05/01 14:46:52.880, 1, 0 %, 0 %, P0, 27, 13 MiB, 32467 MiB
2020/05/01 14:46:52.881, 2, 0 %, 0 %, P0, 30, 13 MiB, 32467 MiB
2020/05/01 14:46:52.881, 3, 0 %, 0 %, P0, 31, 13 MiB, 32467 MiB
2020/05/01 14:46:52.882, 4, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:52.883, 5, 0 %, 0 %, P0, 32, 13 MiB, 32467 MiB
2020/05/01 14:46:52.884, 6, 0 %, 0 %, P0, 30, 13 MiB, 32467 MiB
2020/05/01 14:46:52.885, 7, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:46:52.886, 8, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:46:52.887, 9, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:52.887, 10, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:52.888, 11, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:46:52.889, 12, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:52.890, 13, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:52.891, 14, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:46:52.892, 15, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:57.893, 0, 100 %, 77 %, P0, 43, 18938 MiB, 13542 MiB
2020/05/01 14:46:57.894, 1, 0 %, 0 %, P0, 27, 13 MiB, 32467 MiB
2020/05/01 14:46:57.895, 2, 0 %, 0 %, P0, 30, 13 MiB, 32467 MiB
2020/05/01 14:46:57.896, 3, 0 %, 0 %, P0, 32, 13 MiB, 32467 MiB
2020/05/01 14:46:57.896, 4, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:57.897, 5, 0 %, 0 %, P0, 32, 13 MiB, 32467 MiB
2020/05/01 14:46:57.898, 6, 0 %, 0 %, P0, 30, 13 MiB, 32467 MiB
2020/05/01 14:46:57.899, 7, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:46:57.900, 8, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:46:57.901, 9, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:57.901, 10, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:57.902, 11, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:46:57.903, 12, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:57.904, 13, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:46:57.905, 14, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:46:57.906, 15, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:02.907, 0, 100 %, 76 %, P0, 43, 18938 MiB, 13542 MiB
2020/05/01 14:47:02.908, 1, 0 %, 0 %, P0, 27, 13 MiB, 32467 MiB
2020/05/01 14:47:02.909, 2, 0 %, 0 %, P0, 30, 13 MiB, 32467 MiB
2020/05/01 14:47:02.910, 3, 0 %, 0 %, P0, 32, 13 MiB, 32467 MiB
2020/05/01 14:47:02.911, 4, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:47:02.912, 5, 0 %, 0 %, P0, 32, 13 MiB, 32467 MiB
2020/05/01 14:47:02.913, 6, 0 %, 0 %, P0, 30, 13 MiB, 32467 MiB
2020/05/01 14:47:02.914, 7, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:47:02.915, 8, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:47:02.915, 9, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:02.916, 10, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:02.917, 11, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:47:02.918, 12, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:02.919, 13, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:02.920, 14, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:47:02.920, 15, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:07.922, 0, 100 %, 77 %, P0, 45, 18938 MiB, 13542 MiB
2020/05/01 14:47:07.923, 1, 0 %, 0 %, P0, 27, 13 MiB, 32467 MiB
2020/05/01 14:47:07.924, 2, 0 %, 0 %, P0, 30, 13 MiB, 32467 MiB
2020/05/01 14:47:07.924, 3, 0 %, 0 %, P0, 32, 13 MiB, 32467 MiB
2020/05/01 14:47:07.925, 4, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:47:07.926, 5, 0 %, 0 %, P0, 31, 13 MiB, 32467 MiB
2020/05/01 14:47:07.927, 6, 0 %, 0 %, P0, 30, 13 MiB, 32467 MiB
2020/05/01 14:47:07.928, 7, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:47:07.929, 8, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:47:07.929, 9, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:07.930, 10, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:07.931, 11, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:47:07.932, 12, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:07.933, 13, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:07.934, 14, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:47:07.934, 15, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:12.936, 0, 99 %, 71 %, P0, 44, 18938 MiB, 13542 MiB
2020/05/01 14:47:12.937, 1, 0 %, 0 %, P0, 27, 13 MiB, 32467 MiB
2020/05/01 14:47:12.938, 2, 0 %, 0 %, P0, 30, 13 MiB, 32467 MiB
2020/05/01 14:47:12.938, 3, 0 %, 0 %, P0, 33, 13 MiB, 32467 MiB
2020/05/01 14:47:12.939, 4, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:12.940, 5, 0 %, 0 %, P0, 31, 13 MiB, 32467 MiB
2020/05/01 14:47:12.941, 6, 0 %, 0 %, P0, 30, 13 MiB, 32467 MiB
2020/05/01 14:47:12.942, 7, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:47:12.943, 8, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:47:12.943, 9, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:12.944, 10, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:12.945, 11, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:47:12.946, 12, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:12.947, 13, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:12.948, 14, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:47:12.948, 15, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:17.950, 0, 100 %, 76 %, P0, 44, 18938 MiB, 13542 MiB
2020/05/01 14:47:17.951, 1, 0 %, 0 %, P0, 27, 13 MiB, 32467 MiB
2020/05/01 14:47:17.952, 2, 0 %, 0 %, P0, 30, 13 MiB, 32467 MiB
2020/05/01 14:47:17.952, 3, 0 %, 0 %, P0, 33, 13 MiB, 32467 MiB
2020/05/01 14:47:17.953, 4, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:17.954, 5, 0 %, 0 %, P0, 32, 13 MiB, 32467 MiB
2020/05/01 14:47:17.955, 6, 0 %, 0 %, P0, 30, 13 MiB, 32467 MiB
2020/05/01 14:47:17.956, 7, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:47:17.957, 8, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:47:17.957, 9, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:17.958, 10, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:17.959, 11, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:47:17.960, 12, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:17.961, 13, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:17.961, 14, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:47:17.962, 15, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:22.964, 0, 100 %, 77 %, P0, 44, 18938 MiB, 13542 MiB
2020/05/01 14:47:22.965, 1, 0 %, 0 %, P0, 27, 13 MiB, 32467 MiB
2020/05/01 14:47:22.965, 2, 0 %, 0 %, P0, 30, 13 MiB, 32467 MiB
2020/05/01 14:47:22.966, 3, 0 %, 0 %, P0, 33, 13 MiB, 32467 MiB
2020/05/01 14:47:22.967, 4, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:47:22.968, 5, 0 %, 0 %, P0, 32, 13 MiB, 32467 MiB
2020/05/01 14:47:22.969, 6, 0 %, 0 %, P0, 30, 13 MiB, 32467 MiB
2020/05/01 14:47:22.970, 7, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:47:22.971, 8, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:47:22.971, 9, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:22.972, 10, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:22.973, 11, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:47:22.974, 12, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:22.975, 13, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:22.976, 14, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:47:22.977, 15, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:27.978, 0, 100 %, 77 %, P0, 45, 18938 MiB, 13542 MiB
2020/05/01 14:47:27.979, 1, 0 %, 0 %, P0, 27, 13 MiB, 32467 MiB
2020/05/01 14:47:27.980, 2, 0 %, 0 %, P0, 30, 13 MiB, 32467 MiB
2020/05/01 14:47:27.981, 3, 0 %, 0 %, P0, 33, 13 MiB, 32467 MiB
2020/05/01 14:47:27.981, 4, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:47:27.982, 5, 0 %, 0 %, P0, 32, 13 MiB, 32467 MiB
2020/05/01 14:47:27.983, 6, 0 %, 0 %, P0, 30, 13 MiB, 32467 MiB
2020/05/01 14:47:27.984, 7, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:47:27.985, 8, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:47:27.986, 9, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:27.987, 10, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:27.987, 11, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:47:27.988, 12, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:27.989, 13, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:27.990, 14, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:47:27.991, 15, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:32.992, 0, 100 %, 77 %, P0, 45, 18938 MiB, 13542 MiB
2020/05/01 14:47:32.993, 1, 0 %, 0 %, P0, 27, 13 MiB, 32467 MiB
2020/05/01 14:47:32.994, 2, 0 %, 0 %, P0, 30, 13 MiB, 32467 MiB
2020/05/01 14:47:32.995, 3, 0 %, 0 %, P0, 33, 13 MiB, 32467 MiB
2020/05/01 14:47:32.996, 4, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:32.997, 5, 0 %, 0 %, P0, 32, 13 MiB, 32467 MiB
2020/05/01 14:47:32.997, 6, 0 %, 0 %, P0, 30, 13 MiB, 32467 MiB
2020/05/01 14:47:32.998, 7, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:47:32.999, 8, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:47:33.000, 9, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:33.001, 10, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:33.002, 11, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:47:33.003, 12, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:33.003, 13, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:33.004, 14, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:47:33.005, 15, 0 %, 0 %, P0, 28, 13 MiB, 32467 MiB
2020/05/01 14:47:38.006, 0, 100 %, 76 %, P0, 44, 18938 MiB, 13542 MiB
2020/05/01 14:47:38.008, 1, 0 %, 0 %, P0, 27, 13 MiB, 32467 MiB
2020/05/01 14:47:38.008, 2, 0 %, 0 %, P0, 30, 13 MiB, 32467 MiB
2020/05/01 14:47:38.009, 3, 0 %, 0 %, P0, 34, 13 MiB, 32467 MiB
2020/05/01 14:47:38.010, 4, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:47:38.011, 5, 0 %, 0 %, P0, 31, 13 MiB, 32467 MiB
2020/05/01 14:47:38.012, 6, 0 %, 0 %, P0, 30, 13 MiB, 32467 MiB
2020/05/01 14:47:38.012, 7, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
2020/05/01 14:47:38.013, 8, 0 %, 0 %, P0, 29, 13 MiB, 32467 MiB
