timestamp, index, utilization.gpu [%], utilization.memory [%], pstate, temperature.gpu, memory.used [MiB], memory.free [MiB]
2020/05/01 14:00:53.494, 0, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:00:53.495, 1, 0 %, 0 %, P0, 27, 0 MiB, 32480 MiB
2020/05/01 14:00:53.496, 2, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:00:53.497, 3, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:00:53.498, 4, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:00:53.498, 5, 0 %, 0 %, P0, 32, 0 MiB, 32480 MiB
2020/05/01 14:00:53.499, 6, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:00:53.500, 7, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:00:53.501, 8, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:00:53.502, 9, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:00:53.503, 10, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:00:53.503, 11, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:00:53.504, 12, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:00:53.505, 13, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:00:53.506, 14, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:00:53.507, 15, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:00:58.508, 0, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:00:58.509, 1, 0 %, 0 %, P0, 27, 0 MiB, 32480 MiB
2020/05/01 14:00:58.510, 2, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:00:58.511, 3, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:00:58.512, 4, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:00:58.513, 5, 0 %, 0 %, P0, 31, 0 MiB, 32480 MiB
2020/05/01 14:00:58.514, 6, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:00:58.514, 7, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:00:58.515, 8, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:00:58.516, 9, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:00:58.517, 10, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:00:58.518, 11, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:00:58.519, 12, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:00:58.519, 13, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:00:58.520, 14, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:00:58.521, 15, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:03.523, 0, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:03.524, 1, 0 %, 0 %, P0, 27, 0 MiB, 32480 MiB
2020/05/01 14:01:03.525, 2, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:01:03.526, 3, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:03.527, 4, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:03.527, 5, 0 %, 0 %, P0, 31, 0 MiB, 32480 MiB
2020/05/01 14:01:03.528, 6, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:01:03.529, 7, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:03.530, 8, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:03.531, 9, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:03.532, 10, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:03.533, 11, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:03.534, 12, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:03.535, 13, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:03.536, 14, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:03.536, 15, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:08.538, 0, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:08.539, 1, 0 %, 0 %, P0, 27, 0 MiB, 32480 MiB
2020/05/01 14:01:08.540, 2, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:01:08.541, 3, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:08.542, 4, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:08.542, 5, 0 %, 0 %, P0, 31, 0 MiB, 32480 MiB
2020/05/01 14:01:08.543, 6, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:01:08.544, 7, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:08.545, 8, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:08.546, 9, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:08.547, 10, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:08.547, 11, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:08.548, 12, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:08.549, 13, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:08.550, 14, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:08.551, 15, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:13.552, 0, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:13.553, 1, 0 %, 0 %, P0, 27, 0 MiB, 32480 MiB
2020/05/01 14:01:13.554, 2, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:01:13.555, 3, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:13.556, 4, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:13.557, 5, 0 %, 0 %, P0, 31, 0 MiB, 32480 MiB
2020/05/01 14:01:13.558, 6, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:01:13.559, 7, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:13.560, 8, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:13.561, 9, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:13.562, 10, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:13.562, 11, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:13.563, 12, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:13.564, 13, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:13.565, 14, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:13.566, 15, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:18.568, 0, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:18.569, 1, 0 %, 0 %, P0, 27, 0 MiB, 32480 MiB
2020/05/01 14:01:18.570, 2, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:01:18.571, 3, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:18.572, 4, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:18.572, 5, 0 %, 0 %, P0, 31, 0 MiB, 32480 MiB
2020/05/01 14:01:18.573, 6, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:01:18.574, 7, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:18.575, 8, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:18.576, 9, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:18.577, 10, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:18.577, 11, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:18.578, 12, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:18.579, 13, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:18.580, 14, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:18.581, 15, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:23.582, 0, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:23.583, 1, 0 %, 0 %, P0, 27, 0 MiB, 32480 MiB
2020/05/01 14:01:23.585, 2, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:01:23.586, 3, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:23.587, 4, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:23.588, 5, 0 %, 0 %, P0, 31, 0 MiB, 32480 MiB
2020/05/01 14:01:23.589, 6, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:01:23.590, 7, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:23.590, 8, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:23.591, 9, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:23.592, 10, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:23.593, 11, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:23.594, 12, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:23.595, 13, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:23.596, 14, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:23.597, 15, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:28.598, 0, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:28.599, 1, 0 %, 0 %, P0, 27, 0 MiB, 32480 MiB
2020/05/01 14:01:28.600, 2, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:01:28.601, 3, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:28.602, 4, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:28.603, 5, 0 %, 0 %, P0, 32, 0 MiB, 32480 MiB
2020/05/01 14:01:28.604, 6, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:01:28.605, 7, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:28.605, 8, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:28.606, 9, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:28.607, 10, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:28.608, 11, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:28.609, 12, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:28.610, 13, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:28.610, 14, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:28.611, 15, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:33.613, 0, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:33.614, 1, 0 %, 0 %, P0, 27, 0 MiB, 32480 MiB
2020/05/01 14:01:33.615, 2, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:01:33.615, 3, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:33.616, 4, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:33.617, 5, 0 %, 0 %, P0, 31, 0 MiB, 32480 MiB
2020/05/01 14:01:33.618, 6, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:01:33.619, 7, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:33.620, 8, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:33.621, 9, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:33.622, 10, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:33.622, 11, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:33.623, 12, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:33.624, 13, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:33.625, 14, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:33.626, 15, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:38.627, 0, 0 %, 0 %, P0, 28, 374 MiB, 32106 MiB
2020/05/01 14:01:38.629, 1, 0 %, 0 %, P0, 27, 0 MiB, 32480 MiB
2020/05/01 14:01:38.630, 2, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:01:38.631, 3, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:38.632, 4, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:38.633, 5, 0 %, 0 %, P0, 31, 0 MiB, 32480 MiB
2020/05/01 14:01:38.634, 6, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:01:38.635, 7, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:38.636, 8, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:38.637, 9, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:38.637, 10, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:38.638, 11, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:38.639, 12, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:38.640, 13, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:38.641, 14, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:38.642, 15, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:43.643, 0, 97 %, 92 %, P0, 31, 13948 MiB, 18532 MiB
2020/05/01 14:01:43.644, 1, 0 %, 0 %, P0, 27, 0 MiB, 32480 MiB
2020/05/01 14:01:43.645, 2, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:01:43.646, 3, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:43.647, 4, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:43.647, 5, 0 %, 0 %, P0, 31, 0 MiB, 32480 MiB
2020/05/01 14:01:43.648, 6, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:01:43.649, 7, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:43.650, 8, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:43.651, 9, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:43.652, 10, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:43.653, 11, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:43.653, 12, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:43.654, 13, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:43.655, 14, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:43.656, 15, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:48.658, 0, 49 %, 34 %, P0, 33, 18930 MiB, 13550 MiB
2020/05/01 14:01:48.659, 1, 0 %, 0 %, P0, 27, 0 MiB, 32480 MiB
2020/05/01 14:01:48.660, 2, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:01:48.661, 3, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:48.662, 4, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:48.662, 5, 0 %, 0 %, P0, 31, 0 MiB, 32480 MiB
2020/05/01 14:01:48.663, 6, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:01:48.664, 7, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:48.665, 8, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:48.666, 9, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:48.667, 10, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:48.667, 11, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:48.668, 12, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:48.669, 13, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:48.670, 14, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:48.671, 15, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:53.672, 0, 100 %, 77 %, P0, 40, 18930 MiB, 13550 MiB
2020/05/01 14:01:53.673, 1, 0 %, 0 %, P0, 27, 0 MiB, 32480 MiB
2020/05/01 14:01:53.674, 2, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:01:53.675, 3, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:53.676, 4, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:53.677, 5, 0 %, 0 %, P0, 31, 0 MiB, 32480 MiB
2020/05/01 14:01:53.677, 6, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:01:53.678, 7, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:53.679, 8, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:53.680, 9, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:53.681, 10, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:53.682, 11, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:53.682, 12, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:53.683, 13, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:53.684, 14, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:53.685, 15, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:58.686, 0, 98 %, 75 %, P0, 41, 18932 MiB, 13548 MiB
2020/05/01 14:01:58.687, 1, 0 %, 0 %, P0, 27, 0 MiB, 32480 MiB
2020/05/01 14:01:58.688, 2, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:01:58.689, 3, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:01:58.690, 4, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:58.691, 5, 0 %, 0 %, P0, 31, 0 MiB, 32480 MiB
2020/05/01 14:01:58.692, 6, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:01:58.692, 7, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:58.693, 8, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:58.694, 9, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:58.695, 10, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:58.696, 11, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:58.697, 12, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:58.698, 13, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:01:58.699, 14, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:01:58.699, 15, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:02:03.701, 0, 100 %, 77 %, P0, 41, 18932 MiB, 13548 MiB
2020/05/01 14:02:03.702, 1, 0 %, 0 %, P0, 27, 0 MiB, 32480 MiB
2020/05/01 14:02:03.703, 2, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:02:03.703, 3, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:02:03.704, 4, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:02:03.705, 5, 0 %, 0 %, P0, 31, 0 MiB, 32480 MiB
2020/05/01 14:02:03.706, 6, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:02:03.707, 7, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:02:03.708, 8, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:02:03.708, 9, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:02:03.709, 10, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:02:03.710, 11, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:02:03.711, 12, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:02:03.712, 13, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:02:03.713, 14, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:02:03.713, 15, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:02:08.715, 0, 100 %, 67 %, P0, 41, 18932 MiB, 13548 MiB
2020/05/01 14:02:08.716, 1, 0 %, 0 %, P0, 27, 0 MiB, 32480 MiB
2020/05/01 14:02:08.717, 2, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:02:08.718, 3, 0 %, 0 %, P0, 31, 0 MiB, 32480 MiB
2020/05/01 14:02:08.719, 4, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:02:08.719, 5, 0 %, 0 %, P0, 31, 0 MiB, 32480 MiB
2020/05/01 14:02:08.720, 6, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:02:08.721, 7, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:02:08.722, 8, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:02:08.723, 9, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:02:08.724, 10, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:02:08.724, 11, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:02:08.725, 12, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:02:08.726, 13, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:02:08.727, 14, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:02:08.728, 15, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:02:13.729, 0, 100 %, 77 %, P0, 44, 18932 MiB, 13548 MiB
2020/05/01 14:02:13.730, 1, 0 %, 0 %, P0, 27, 0 MiB, 32480 MiB
2020/05/01 14:02:13.731, 2, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:02:13.732, 3, 0 %, 0 %, P0, 31, 0 MiB, 32480 MiB
2020/05/01 14:02:13.733, 4, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:02:13.734, 5, 0 %, 0 %, P0, 31, 0 MiB, 32480 MiB
2020/05/01 14:02:13.734, 6, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:02:13.735, 7, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:02:13.736, 8, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:02:13.737, 9, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:02:13.738, 10, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:02:13.739, 11, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:02:13.739, 12, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:02:13.740, 13, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:02:13.741, 14, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:02:13.742, 15, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:02:18.743, 0, 100 %, 76 %, P0, 43, 18932 MiB, 13548 MiB
2020/05/01 14:02:18.745, 1, 0 %, 0 %, P0, 27, 0 MiB, 32480 MiB
2020/05/01 14:02:18.745, 2, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:02:18.746, 3, 0 %, 0 %, P0, 32, 0 MiB, 32480 MiB
2020/05/01 14:02:18.747, 4, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:02:18.748, 5, 0 %, 0 %, P0, 32, 0 MiB, 32480 MiB
2020/05/01 14:02:18.749, 6, 0 %, 0 %, P0, 30, 0 MiB, 32480 MiB
2020/05/01 14:02:18.750, 7, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:02:18.751, 8, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:02:18.751, 9, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
2020/05/01 14:02:18.752, 10, 0 %, 0 %, P0, 28, 0 MiB, 32480 MiB
2020/05/01 14:02:18.753, 11, 0 %, 0 %, P0, 29, 0 MiB, 32480 MiB
